,selling_price
2487,340000
2488,245000
2489,340000
2490,221000
2491,270000
2492,455000
2493,300000
2494,480000
2495,1000000
2496,1000000
2497,245000
2498,560000
2499,425000
2500,550000
2501,750000
2502,570000
2503,585000
2504,600000
2505,530000
2506,150000
2507,310000
2508,500000
2509,200000
2510,900000
2511,400000
2512,650000
2513,480000
2514,140000
2515,380000
2516,440000
2517,630000
2518,250000
2519,120000
2520,287000
2521,550000
2522,950000
2523,501000
2524,550000
2525,300000
2526,300000
2527,550000
2528,700000
2529,181000
2530,365000
2531,400000
2532,210000
2533,500000
2534,550000
2535,509999
2536,459999
2537,310000
2538,775000
2539,105000
2540,430000
2541,400000
2542,600000
2543,580000
2544,140000
2545,210000
2546,550000
2547,120000
2548,400000
2549,1035000
2550,625000
2551,200000
2552,316000
2553,813000
2554,900000
2555,650000
2556,459999
2557,290000
2558,400000
2559,565000
2560,150000
2561,480000
2562,1190000
2563,900000
2564,600000
2565,1100000
2566,229999
2567,570000
2568,575000
2569,280000
2570,580000
2571,875000
2572,500000
2573,700000
2574,388000
2575,225000
2576,90000
2577,600000
2578,235000
2579,350000
2580,235000
2581,190000
2582,325000
2583,300000
2584,550000
2585,720000
2586,110000
2587,310000
2588,150000
2589,260000
2590,450000
2591,199000
2592,1000000
2593,240000
2594,350000
2595,530000
2596,150000
2597,625000
2598,378000
2599,700000
2600,156000
2601,700000
2602,120000
2603,415000
2604,450000
2605,325000
2606,265000
2607,100000
2608,400000
2609,345000
2610,850000
2611,620000
2612,700000
2613,200000
2614,660000
2615,90000
2616,1050000
2617,160000
2618,150000
2619,200000
2620,140000
2621,360000
2622,200000
2623,250000
2624,229999
2625,320000
2626,570000
2627,250000
2628,430000
2629,225000
2630,440000
2631,800000
2632,450000
2633,420000
2634,500000
2635,350000
2636,280000
2637,425000
2638,295000
2639,540000
2640,754000
2641,650000
2642,700000
2643,450000
2644,155000
2645,350000
2646,250000
2647,450000
2648,420000
2649,750000
2650,450000
2651,175000
2652,650000
2653,1050000
2654,375000
2655,1100000
2656,620000
2657,135000
2658,320000
2659,320000
2660,400000
2661,900000
2662,310000
2663,595000
2664,350000
2665,275000
2666,420000
2667,250000
2668,250000
2669,525000
2670,250000
2671,430000
2672,630000
2673,550000
2674,630000
2675,850000
2676,455000
2677,445000
2678,370000
2679,500000
2680,550000
2681,300000
2682,150000
2683,880000
2684,900000
2685,720000
2686,550000
2687,720000
2688,535000
2689,320000
2690,500000
2691,525000
2692,220000
2693,350000
2694,530000
2695,215000
2696,335000
2697,320000
2698,135000
2699,175000
2700,800000
2701,565000
2702,575000
2703,170000
2704,250999
2705,650000
2706,550000
2707,800000
2708,250999
2709,170000
2710,250000
2711,312000
2712,250000
2713,200000
2714,670000
2715,270000
2716,630000
2717,400000
2718,1000000
2719,650000
2720,217000
2721,280000
2722,350000
2723,1150000
2724,420000
2725,810000
2726,290000
2727,180000
2728,369000
2729,300000
2730,350000
2731,220000
2732,221000
2733,400000
2734,250000
2735,390000
2736,190000
2737,300000
2738,750000
2739,650000
2740,635000
2741,520000
2742,415000
2743,700000
2744,484999
2745,120000
2746,220000
2747,320000
2748,375000
2749,440000
2750,550000
2751,640000
2752,420000
2753,330000
2754,800000
2755,240000
2756,360000
2757,750000
2758,570000
2759,450000
2760,270000
2761,459999
2762,240000
2763,320000
2764,149000
2765,180000
2766,185000
2767,130000
2768,330000
2769,190000
2770,501000
2771,600000
2772,570000
2773,450000
2774,285000
2775,490000
2776,500000
2777,275000
2778,440000
2779,825000
2780,411000
2781,470000
2782,445000
2783,752000
2784,650000
2785,450000
2786,350000
2787,700000
2788,142000
2789,725000
2790,630000
2791,480000
2792,330000
2793,500000
2794,300000
2795,400000
2796,320000
2797,180000
2798,530000
2799,600000
2800,780000
2801,700000
2802,175000
2803,735000
2804,325000
2805,225000
2806,350000
2807,110000
2808,150000
2809,225000
2810,111000
2811,150000
2812,300000
2813,630000
2814,206000
2815,500000
2816,400000
2817,850000
2818,570000
2819,699000
2820,355000
2821,690000
2822,180000
2823,200000
2824,575000
2825,415000
2826,350000
2827,350000
2828,632000
2829,325000
2830,511000
2831,300000
2832,180000
2833,730000
2834,450000
2835,420000
2836,509999
2837,905000
2838,140000
2839,300000
2840,300000
2841,225000
2842,860000
2843,400000
2844,190000
2845,350000
2846,860000
2847,250000
2848,700000
2849,399000
2850,320000
2851,1100000
2852,530000
2853,750000
2854,560000
2855,450000
2856,459999
2857,235000
2858,180000
2859,140000
2860,620000
2861,190000
2862,380000
2863,1145000
2864,540000
2865,150000
2866,919999
2867,135000
2868,340000
2869,525000
2870,411000
2871,150000
2872,575000
2873,595000
2874,525000
2875,335000
2876,300000
2877,415000
2878,925000
2879,750000
2880,1150000
2881,260000
2882,260000
2883,347000
2884,195000
2885,265000
2886,320000
2887,590000
2888,650000
2889,350000
2890,749000
2891,150000
2892,200000
2893,515000
2894,145000
2895,179000
2896,220000
2897,850000
2898,270000
2899,335000
2900,710000
2901,330000
2902,750000
2903,160000
2904,215000
2905,480000
2906,200000
2907,400000
2908,180000
2909,550000
2910,550000
2911,550000
2912,270000
2913,315000
2914,875000
2915,540000
2916,350000
2917,360000
2918,300000
2919,350000
2920,650000
2921,350000
2922,700000
2923,415000
2924,550000
2925,595000
2926,550000
2927,400000
2928,500000
2929,340000
2930,480000
2931,480000
2932,750000
2933,100000
2934,290000
2935,425000
2936,285000
2937,625000
2938,170000
2939,459999
2940,450000
2941,650000
2942,600000
2943,178000
2944,150000
2945,590000
2946,310000
2947,400000
2948,520000
2949,1000000
2950,509999
2951,221000
2952,390000
2953,350000
2954,195000
2955,600000
2956,615000
2957,350000
2958,140000
2959,650000
2960,1100000
2961,285000
2962,190000
2963,350000
2964,400000
2965,434999
2966,450000
2967,450000
2968,580000
2969,900000
2970,750000
2971,140000
2972,525000
2973,114999
2974,399000
2975,275000
2976,340000
2977,222000
2978,430000
2979,430000
2980,320000
2981,500000
2982,500000
2983,229999
2984,600000
2985,500000
2986,315000
2987,265000
2988,350000
2989,425000
2990,900000
2991,550000
2992,900000
2993,165000
2994,850000
2995,850000
2996,550000
2997,500000
2998,160000
2999,670000
3000,430000
3001,375000
3002,650000
3003,500000
3004,600000
3005,550000
3006,700000
3007,530000
3008,150000
3009,475000
3010,375000
3011,425000
3012,800000
3013,235000
3014,95000
3015,340000
3016,1000000
3017,160000
3018,365000
3019,260000
3020,860000
3021,114999
3022,100000
3023,565000
3024,450000
3025,625000
3026,280000
3027,330000
3028,480000
3029,400000
3030,500000
3031,320000
3032,750000
3033,620000
3034,300000
3035,282000
3036,700000
3037,700000
3038,600000
3039,290000
3040,430000
3041,575000
3042,875000
3043,180000
3044,229999
3045,800000
3046,150000
3047,100000
3048,900000
3049,850000
3050,220000
3051,250000
3052,125000
3053,400000
3054,1000000
3055,250000
3056,310000
3057,120000
3058,390000
3059,458000
3060,950000
3061,650000
3062,400000
3063,400000
3064,100000
3065,350000
3066,450000
3067,350000
3068,250000
3069,450000
3070,157000
3071,280000
3072,250999
3073,350000
3074,300000
3075,819999
3076,409999
3077,275000
3078,497000
3079,500000
3080,170000
3081,975000
3082,620000
3083,950000
3084,545000
3085,400000
3086,562000
3087,96000
3088,155000
3089,590000
3090,350000
3091,484999
3092,240000
3093,300000
3094,750000
3095,574000
3096,1100000
3097,350000
3098,120000
3099,500000
3100,370000
3101,100000
3102,409999
3103,750000
3104,550000
3105,950000
3106,645000
3107,750000
3108,650000
3109,800000
3110,350000
3111,700000
3112,335000
3113,270000
3114,320000
3115,120000
3116,730000
3117,125000
3118,150000
3119,310000
3120,625000
3121,267000
3122,600000
3123,180000
3124,121000
3125,350000
3126,120000
3127,370000
3128,750000
3129,484999
3130,120000
3131,350000
3132,400000
3133,570000
3134,180000
3135,280000
3136,90000
3137,700000
3138,685000
3139,565000
3140,425000
3141,535000
3142,500000
3143,434999
3144,250000
3145,700000
3146,1100000
3147,900000
3148,425000
3149,1140000
3150,980000
3151,550000
3152,215000
3153,512000
3154,215000
3155,500000
3156,700000
3157,525000
3158,550000
3159,750000
3160,395000
3161,140000
3162,430000
3163,300000
3164,355000
3165,180000
3166,125000
3167,810000
3168,671000
3169,295000
3170,850000
3171,409999
3172,600000
3173,600000
3174,220000
3175,550000
3176,650000
3177,655000
3178,130000
3179,400000
3180,155000
3181,250000
3182,400000
3183,500000
3184,565000
3185,900000
3186,650000
3187,600000
3188,800000
3189,575000
3190,550000
3191,190000
3192,750000
3193,625000
3194,799000
3195,300000
3196,850000
3197,130000
3198,229999
3199,400000
3200,900000
3201,800000
3202,250999
3203,250000
3204,100000
3205,450000
3206,575000
3207,400000
3208,150000
3209,600000
3210,500000
3211,425000
3212,360000
3213,290000
3214,320000
3215,755000
3216,215000
3217,190000
3218,675000
3219,438999
3220,409999
3221,350000
3222,135000
3223,520000
3224,235000
3225,375000
3226,189000
3227,550000
3228,260000
3229,300000
3230,350000
3231,892000
3232,285000
3233,300000
3234,620000
3235,750000
3236,270000
3237,300000
3238,220000
3239,260000
3240,300000
3241,300000
3242,400000
3243,500000
3244,93000
3245,500000
3246,670000
3247,750000
3248,370000
3249,100000
3250,425000
3251,850000
3252,750000
3253,235000
3254,700000
3255,480000
3256,475000
3257,610000
3258,650000
3259,800000
3260,520000
3261,160000
3262,1000000
3263,700000
3264,590000
3265,140000
3266,725000
3267,550000
3268,240000
3269,667000
3270,670000
3271,550000
3272,400000
3273,545000
3274,599000
3275,725000
3276,525000
3277,204999
3278,190000
3279,310000
3280,380000
3281,204000
3282,350000
3283,350000
3284,175000
3285,340000
3286,950000
3287,894999
3288,350000
3289,100000
3290,550000
3291,100000
3292,800000
3293,525000
3294,694000
3295,861999
3296,650000
3297,310000
3298,360000
3299,240000
3300,500000
3301,475000
3302,100000
3303,200000
3304,245000
3305,450000
3306,800000
3307,215000
3308,760000
3309,416000
3310,195000
3311,325000
3312,145000
3313,675000
3314,340000
3315,340000
3316,260000
3317,300000
3318,350000
3319,170000
3320,600000
3321,800000
3322,850000
3323,980000
3324,900000
3325,310000
3326,600000
3327,270000
3328,225000
3329,280000
3330,490000
3331,440000
3332,476999
3333,590000
3334,500000
3335,600000
3336,750000
3337,695000
3338,690000
3339,409999
3340,525000
3341,540000
3342,1000000
3343,725000
3344,975000
3345,355000
3346,400000
3347,265000
3348,650000
3349,720000
3350,850000
3351,290000
3352,600000
3353,300000
3354,225000
3355,240000
3356,700000
3357,470000
3358,800000
3359,450000
3360,90000
3361,450000
3362,925000
3363,300000
3364,360000
3365,320000
3366,99000
3367,780000
3368,620000
3369,100000
3370,210000
3371,1000000
3372,120000
3373,750000
3374,550000
3375,875000
3376,890000
3377,550000
3378,400000
3379,290000
3380,150000
3381,300000
3382,250000
3383,220000
3384,875000
3385,819999
3386,885000
3387,680000
3388,960000
3389,385000
3390,890000
3391,1025000
3392,675000
3393,700000
3394,780000
3395,1050000
3396,400000
3397,400000
3398,819999
3399,620000
3400,260000
3401,484999
3402,650000
3403,925000
3404,810000
3405,910000
3406,300000
3407,120000
3408,490000
3409,425000
3410,155000
3411,490000
3412,132000
3413,750000
3414,225000
3415,240000
3416,1100000
3417,380000
3418,300000
3419,240000
3420,325000
3421,400000
3422,800000
3423,950000
3424,300000
3425,530000
3426,350000
3427,168000
3428,240000
3429,220000
3430,110000
3431,850000
3432,950000
3433,200000
3434,660000
3435,420000
3436,150000
3437,175000
3438,750000
3439,425000
3440,790000
3441,650000
3442,780000
3443,180000
3444,869999
3445,275000
3446,630000
3447,150000
3448,315000
3449,189000
3450,580000
3451,825000
3452,650000
3453,200000
3454,135000
3455,680000
3456,670000
3457,1000000
3458,240000
3459,555000
3460,455000
3461,750000
3462,700000
3463,220000
3464,160000
3465,225000
3466,140000
3467,600000
3468,1000000
3469,500000
3470,1150000
3471,320000
3472,950000
3473,250000
3474,400000
3475,1100000
3476,600000
3477,509999
3478,395000
3479,250000
3480,130000
3481,906000
3482,160000
3483,300000
3484,400000
3485,450000
3486,465000
3487,325000
3488,150000
3489,175000
3490,175000
3491,150000
3492,797000
3493,800000
3494,750000
3495,400000
3496,160000
3497,700000
3498,160000
3499,400000
3500,451000
3501,300000
3502,421000
3503,950000
3504,395000
3505,950000
3506,270000
3507,360000
3508,235000
3509,376000
3510,875000
3511,459999
3512,755000
3513,1050000
3514,800000
3515,600000
3516,530000
3517,450000
3518,235000
3519,395000
3520,150000
3521,515000
3522,122000
3523,160000
3524,110000
3525,360000
3526,260000
3527,128000
3528,600000
3529,800000
3530,675000
3531,300000
3532,125000
3533,550000
3534,150000
3535,891000
3536,1050000
3537,750000
3538,380000
3539,800000
3540,200000
3541,700000
3542,300000
3543,670000
3544,210000
3545,370000
3546,600000
3547,810000
3548,346000
3549,250000
3550,120000
3551,600000
3552,330000
3553,400000
3554,100000
3555,450000
3556,800000
3557,340000
3558,225000
3559,900000
3560,465000
3561,400000
3562,185000
3563,140000
3564,415000
3565,532000
3566,600000
3567,150000
3568,459999
3569,800000
3570,475000
3571,310000
3572,350000
3573,640000
3574,350000
3575,600000
3576,575000
3577,974000
3578,580000
3579,1050000
3580,600000
3581,370000
3582,150000
3583,483000
3584,470000
3585,950000
3586,450000
3587,345000
3588,300000
3589,160000
3590,120000
3591,340000
3592,138000
3593,231000
3594,800000
3595,960000
3596,120000
3597,270000
3598,200000
3599,328000
3600,432000
3601,390000
3602,600000
3603,250000
3604,165000
3605,421000
3606,225000
3607,350000
3608,600000
3609,515000
3610,800000
3611,120000
3612,475000
3613,400000
3614,300000
3615,235000
3616,350000
3617,625000
3618,525000
3619,550000
3620,550000
3621,200000
3622,350000
3623,220000
3624,412000
3625,126000
3626,430000
3627,130000
3628,350000
3629,220000
3630,380000
3631,200000
3632,620000
3633,150000
3634,450000
3635,1150000
3636,500000
3637,246000
3638,400000
3639,725000
3640,736000
3641,700000
3642,150000
3643,180000
3644,550000
3645,110000
3646,180000
3647,1025000
3648,560000
3649,650000
3650,1150000
3651,480000
3652,1050000
3653,310000
3654,500000
3655,350000
3656,365000
3657,165000
3658,100000
3659,240000
3660,925000
3661,590000
3662,525000
3663,720000
3664,850000
3665,490000
3666,325000
3667,450000
3668,300000
3669,365000
3670,500000
3671,900000
3672,700000
3673,880000
3674,700000
3675,380000
3676,150000
3677,235000
3678,320000
3679,550000
3680,645000
3681,300000
3682,580000
3683,451000
3684,850000
3685,300000
3686,350000
3687,300000
3688,390000
3689,550000
3690,300000
3691,300000
3692,350000
3693,880000
3694,160000
3695,250000
3696,660000
3697,450000
3698,400000
3699,140000
3700,195000
3701,500000
3702,400000
3703,400000
3704,380000
3705,579000
3706,400000
3707,270000
3708,500000
3709,475000
3710,850000
3711,475000
3712,195000
3713,459999
3714,135000
3715,850000
3716,500000
3717,385000
3718,135000
3719,120000
3720,200000
3721,200000
3722,700000
3723,290000
3724,725000
3725,200000
3726,155000
3727,280000
3728,450000
3729,135000
3730,650000
3731,750000
3732,150000
3733,500000
3734,425000
3735,260000
3736,400000
3737,575000
3738,175000
3739,250000
3740,400000
3741,484999
3742,350000
3743,250000
3744,655000
3745,300000
3746,650000
3747,300000
3748,475000
3749,450000
3750,754000
3751,300000
3752,250000
3753,725000
3754,95000
3755,575000
3756,350000
3757,330000
3758,482000
3759,625000
3760,380000
3761,310000
3762,280000
3763,900000
3764,250000
3765,750000
3766,420000
3767,900000
3768,195000
3769,185000
3770,185000
3771,215000
3772,210000
3773,800000
3774,570000
3775,350000
3776,350000
3777,750000
3778,160000
3779,150000
3780,290000
3781,600000
3782,401000
3783,225000
3784,737000
3785,300000
3786,195000
3787,675000
3788,290000
3789,889000
3790,400000
3791,390000
3792,600000
3793,800000
3794,600000
3795,795000
3796,735000
3797,250000
3798,400000
3799,395000
3800,130000
3801,600000
3802,720000
3803,450000
3804,220000
3805,545000
3806,370000
3807,450000
3808,750000
3809,1100000
3810,285000
3811,550000
3812,300000
3813,625000
3814,650000
3815,575000
3816,631000
3817,220000
3818,600000
3819,390000
3820,375000
3821,340000
3822,530000
3823,350000
3824,415000
3825,700000
3826,925000
3827,375000
3828,575000
3829,425000
3830,245000
3831,540000
3832,1000000
3833,291000
3834,600000
3835,355000
